id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,description,directors,main_characters
380397,Idomeneo,0.0,0,Released,1983-08-20,0,180,False,,0,,tt0229469,it,Idomeneo,Live from Glyndebourne 1983,0.6,/msyrdo0gUnBNHQyTnNUEcswPsBn.jpg,,Music,,United Kingdom,Italian,opera live performance,,Christopher Swann,"Philip Langridge, Jerry Hadley, Yvonne Kenny"
380399,Mouse and Garden,0.0,0,Released,1950-08-31,0,6,False,,0,,tt0151645,en,Mouse and Garden,A Terrytoons cartoon released October 1950. With Little Roquefort.,0.6,/aDP4rel1i3eZg5JK0VLqaOfV7VO.jpg,,Animation,,United States of America,,,Little Roquefort the mouse is harassed by a cat while trying to build his home.,Mannie Davis,
380400,Il Barbiere di Siviglia,0.0,0,Released,1981-08-17,0,155,False,,0,,tt0259878,it,Il Barbiere di Siviglia,Live from Glyndebourne 1981,0.6,,,Music,,United Kingdom,Italian,"opera, opera live performance","In a time when operas are often set to different contexts from the ones they were intended for, a philological production has its merits, representing both a rediscovery and a provocation. This Barbiere di Siviglia, which at first...",Dave Heather,"Maria Ewing, John Rawnsley, Max René Cossotti"
380404,Le Comte Ory,0.0,0,Released,1997-07-20,0,140,False,,0,,tt0230097,fr,Le Comte Ory,"Glyndebourne's intimate opera house provides the perfect setting for Rossini's third French opera, a sparkling medieval comedy of lust and chastity.",0.841,,,Music,,United Kingdom,French,"opera, opera live performance",,Brian Large,"Marc Laho, Annick Massis, Diana Montague"
223976,I Am Talking To You,0.0,0,Released,2013-05-07,0,58,False,,0,,tt2853810,en,Jeg taler til jer - John Kørners verden,A documentary about the Danish artist John Kørner.,0.6,,,Documentary,,,,,,Jørgen Leth,"John Kørner, Jørgen Leth"
224027,Vicious Viking,0.0,0,Released,1967-01-31,0,6,False,,0,,tt0149334,en,Vicious Viking,Chilly and Smedley are cutting ice blocks to build an igloo when they discover a viking who has been frozen in the ice for 800 years ...,0.6,,,Animation,Walter Lantz Productions,United States of America,,,"While building an igloo, Smedley and Chilly Willy find a Viking frozen in an ice block. They thaw him out, but it turns out that he hasn&apos;t eaten in 800 years and is hungry to eat either one of them.",Paul J. Smith,Daws Butler
380328,Lagos Island,0.0,0,Released,2012-01-01,0,5,False,,0,,tt4234468,en,Lagos Island,"The camera records in a state of flux while encased within The Camera Wheel Mechanism. The constantly changing image of the Lagos Island coast offers a poignant narrative for its occupants. Immigrants perch near the water in trepidation. They build fleeting homes which the Lagos government will soon force down in a bid to clean up the City. The atmosphere is tense and fraught. And although the Camera Wheel Mechanism brings an element of play, its ephemeral nature is highly emotive and telling.",0.6,,,Documentary,,Nigeria,English,,The camera records in a state of flux while encased within The Camera Wheel Mechanism. The constantly changing image of the Lagos Island coast offers a poignant narrative for its occupants. Immigrants perch near the water in trepi...,Karimah Ashadu,
380332,The Pariahs of Cinema,0.0,0,Released,1997-01-01,0,6,False,,0,,tt0246143,fr,Les Parias du cinéma,"Within the framework of the “Half a Century of Locarno, Thoughts on the Future” project, seven directors, Idrissa Ouedraogo among them, have the chance to express their vision of the future of the film industry by means of a short film. “The state of the film industry the world is a vast issue,” says the director from Burkina Faso. “I would rather speak about my films, about African films and their relationship with the world”.",0.6,,,Documentary,"Waka Films, Silvia Voser","Switzerland, Burkina Faso",French,,,Idrissa Ouedraogo,Idrissa Ouedraogo
224031,Speed to Spare,5.0,0,Released,1948-05-14,0,57,False,/g1Iu0diODTShdnYEjX99kaCEd19.jpg,0,,tt0040827,en,Speed to Spare,"Stunt driver Cliff Jordan takes a job with his old pal Jerry McGee, branch manager of an express trucking firm. Jerry is married to Mary, Cliff's former girl friend. Also working for Jerry is Pete Simmons, son of the owner Al Simmons, and office secretary Jane Chandler, who is Pete's sweetheart. Before long, Cliff has made enemies of Pusher Wilks, a trucker whose run he takes over, and also Pete, whose girl he is trying to take over. Pusher sabotages Cliff's rig at every opportunity causing several near-fatal accidents.",1.163,/yz0qnfwSKcvTWLZDTLtc2g7N7ak.jpg,,Drama,Pine-Thomas Productions,United States of America,English,,"Stunt driver Cliff Jordan takes a job with his old pal Jerry McGee, branch manager of an express trucking firm. Jerry is married to Mary, Cliff&apos;s former girl friend. Also working for Jerry is Pete Simmons, son of the owner Al Simm...",William Berke,"Richard Arlen, Jean Rogers, Richard Travis"
224028,The Stuck-Up Wolf,0.0,0,Released,1967-09-01,0,6,False,,0,,tt0149194,en,The Stuck-Up Wolf,"A cute cartoon from the 60's. A child draws and narrates his own version of the Red Riding Hood story, describing how ""Red Robin Hood"" buys candy at the store for her sick grandmother, and has to stop the wolf with some sticky bubblegum (hence the title).",0.6,,,Animation,Paramount Cartoon Studios,United States of America,,,A Paramount Fractured Fable animated short. The story of Little Red Riding Hood with a different spin narrated by a child.,"Chuck Harriton, Al Eugster",
224014,The Hackers,0.0,0,Released,1988-01-01,0,71,False,/rHdFNzwB32F5tdLYlmzrdJkRlDY.jpg,0,,tt1865523,en,The Hackers,"Pa Hacker and his two mentally deranged sons travel around a rural lakeshore community doing home repairs and odd jobs. They have a special way of handling dissatisfied customers and don't worry about repeat business. A lovely girl is offered a weeks stay at a country estate while the family is on a trip. When the Hackers arrive on the scene to do some repair work, a terrifying chain of events take place with a shocking ending.",0.6,/d4yl1oiyw3PjgyqTd0Z68R0KMDV.jpg,,Horror,,United States of America,English,slasher,"A girl is offered to stay weeks at a country estate while the family is on a trip. When the hackers arrive on the scene to do some repair work, a terrifying chain of events take place with a shocking ending.",John Duncan,"Howard Coburn, Dale Caughel, Steve Pricharo"
224016,Fighting Lawman,0.0,0,Released,1953-09-20,0,71,False,/t2dKnn1bswcQmQq5P9Q1iyJm1Te.jpg,0,,tt0045766,en,Fighting Lawman,A US Marshal hunts down three bank robbers that are living under new identities.,1.298,/bOqP38wRrrdJVjmhuQBVDjYIVjo.jpg,HE ROARED OUT OF FLAGSTAFF...to block the path of plunder in the crimson West!,Western,"Westwood Productions, Allied Artists Pictures",United States of America,English,"sheriff, marshal, sister","Woman is determined to get loot stolen by robbers, is pursued by a sheriff who&apos;s determined that she won&apos;t.",Thomas Carr,"Wayne Morris, Virginia Grey, John Kellogg"
380358,Cents,0.0,0,Released,2015-03-01,0,90,False,,0,https://www.kickstarter.com/projects/958208495/cents-feature-film/,tt4020272,en,Cents,"Sammy, an uncommonly smart twelve-year-old girl, uses her gift for mathematics and enlists her frenemies to revamp the school penny drive into a major moneymaking operation.",0.6,,You can't change the world in a day.  Buy maybe you could in a month.,Drama,,,,female protagonist,"Sammy, an uncommonly smart twelve-year-old girl, uses her gift for mathematics and enlists her frenemies to revamp the school penny drive into a major moneymaking operation.",Christopher Boone,"Julia Flores, Lillie Kolich, Jy Prishkulnik"
380359,Mein Papa mit der kalten Schnauze,0.0,0,Released,2001-01-13,0,0,False,,0,,tt0281851,de,Mein Papa mit der kalten Schnauze,,0.961,,,Comedy,,Germany,German,,,Britta Krause,"Axel Milberg, Birge Schade, Felix Bresser"
380483,Araw-araw Gabi-gabi,0.0,0,Released,1975-09-21,0,0,False,,0,,tt0358943,tl,Araw-araw Gabi-gabi,,0.696,/dbGgSKvtBRrcozsM4EsloerhYCa.jpg,,Drama,Lyra Ventures,Philippines,Tagalog,,,Danilo Cabreira,"Charito Solis, Rosanna Ortiz, Tony Santos"
380471,The Disgruntled,0.0,0,Released,1979-06-05,0,0,False,,0,,tt3730056,de,Die Missvergnügten,,1.09,,,Drama,,Germany,German,,,Imo Moszkowicz,"Sascha Hehn, Georg Lehn, Alexander May"
380474,Der Edison von Schöneberg,0.0,0,Released,1973-11-09,0,0,False,,0,,tt0273558,de,Der Edison von Schöneberg,,1.126,,,Drama,,Germany,,,,Erich Neureuther,"Friedrich G. Beckhaus, Antje Hagen, Jutta Speidel"
380475,Elsa Brändström,0.0,0,Released,1971-03-26,0,0,False,,0,,tt0881242,de,Elsa Brändström,,1.376,,,Drama,,Germany,,,,Fritz Umgelter,"Renate Zillessen, Hans Epskamp, Heidi Leupolt"
380476,Herr Wolff hat seine Krise,0.0,0,Released,1969-07-08,0,0,False,,0,,tt0967503,de,Herr Wolff hat seine Krise,,0.6,,,Drama,,Germany,,,,Rainer Erler,"Alexander May, Eva Maria Meineke, Christl Erber"
380477,Ein Tag im Leben von..,0.0,0,Released,1965-07-10,0,0,False,,0,,tt1645059,de,Ein Tag im Leben von..,,0.6,,,Comedy,,Germany,,,,Trude Kolman,"Helen Vita, Ernst Stankovski, Alexis von Hagemeister"
223916,Fugitives for a Night,0.0,0,Released,1938-09-23,0,63,False,/qktwyIR2RA7fEchoSFY3kNS5Ri0.jpg,0,,tt0030162,en,Fugitives for a Night,A faded star is suspected of killing a studio executive.,1.534,/ku7EaKBHHGFtuiIsiVcMJAY60cZ.jpg,,"Mystery, Romance",RKO Radio Pictures,United States of America,English,"gambling, fired from the job",An actor in Hollywood is accused of murder and tries to figure his way out of it.,Leslie Goodwins,"Frank Albertson, Eleanor Lynn, Allan Lane"
223905,Glory!  Glory!,0.0,0,Released,1989-09-25,0,206,False,,0,,tt0097442,en,Glory!  Glory!,"A rock singer revives a failing TV ministry, but the cost may be high when she falls for a reporter planning an exposé.",0.958,/2u9Q3zWSORsAtLs5YkVUVabeOGt.jpg,A Sinfully Funny Satire of TV Evangelism That's Guaranteed To Beat The Devil,"Comedy, Drama","Orion Television, HBO",United States of America,English,,"A radio preacher&apos;s operation is controlled by his honest but colorless son. When the preacher is promoted into a media superstar by a savvy huckster, the son is left behind.",Lindsay Anderson,"Ellen Greene, Richard Thomas, James Whitmore"
380484,Batu-Bato sa Langit,0.0,0,Released,1975-09-21,0,0,False,,0,,tt0122991,tl,Batu-Bato sa Langit,,0.635,/xX1SJwzxsTRE4TU28SwHzn7eFB5.jpg,,"Comedy, Romance",NV Productions,Philippines,Tagalog,,,Luciano B. Carlos,"Nora Aunor, Christopher De Leon, Nida Blanca"
380434,Perdition,0.0,0,Released,2012-08-29,0,105,False,,0,,tt2146590,en,Perdition,The painful realization that every choice we make must be paid for. Sometimes that cost is higher than we can imagine.,0.614,,,Horror,,,,,The painful realization that every choice we make must be paid for. Sometimes that cost is higher than we can imagine.,Chase Smith,"Zoe Myers, Michael Ford, Sarah Spencer Yerger"
380485,Burma Convoy,0.0,0,Released,1941-10-16,0,72,False,/7bC086VpVHHhMZ8VvWOvc9TSPyo.jpg,0,,tt0033440,en,Burma Convoy,A truck convoy traveling the Burma Road is menaced by a group of smugglers.,1.208,/sGH55GSixKAq4UFcopkGNW41rwT.jpg,TERROR AT EVERY TURN! DEATH AT EVERY PASS!,"Adventure, Action",Universal Pictures,United States of America,English,"china, burma, convoy",A truck convoy traveling the Burma Road is menaced by a group of smugglers.,Noel M. Smith,"Charles Bickford, Evelyn Ankers, Frank Albertson"
380486,Kapitan Kulas,0.0,0,Released,1975-09-21,0,111,False,,0,,tt0370836,tl,Kapitan Kulas,"A story about Kulas whose land papers were stolen by the Spaniards and he went and got it back, but by doing so made him a wanted man so he left to live in the mountains and became a rebel captain and fought the Spaniards.",0.824,/6a7iBsdFUzmlNpQMzl9SzYBps2W.jpg,,"Action, Drama",Lea Productions,Philippines,Tagalog,,,Lamberto V. Avellana,"Ramon Revilla, Elizabeth Oropesa, Helen Gamboa"
380487,Karugtong Ang Kahapon,0.0,0,Released,1975-09-21,0,0,False,,0,,tt0434119,tl,Karugtong Ang Kahapon,,1.128,/3s2Kw8I2tUPOctX94bT4g9GgE9u.jpg,,"Drama, Romance",Roma Films,Philippines,Tagalog,,,Fely Crisostomo,"Vilma Santos, Edgar Mortiz, Gloria Romero"
223901,Who Really Discovered America?,0.0,0,Released,2010-06-22,0,94,False,,0,,tt1671752,en,Who Really Discovered America?,"Examining theories about the discovery of America long before Christopher Columbus' 1492 voyage by explorers from such places as China, Japan, Wales and Ireland.",1.751,/4OlIdUL7daGmwqP4zndVwYZu1jL.jpg,"Contrary to most history books in the United States, Christopher Columbus may not have discovered America.","Documentary, History","Committee Films, History",United States of America,"English, Spanish","exploration, new world, usa history, americas",,Andy Awes,James Lurie
380489,Postcards from China,0.0,0,Released,1975-09-21,0,0,False,,0,,tt1178155,tl,Postcards from China,,0.6,/8q1ZUdRfixqTy54Ldy51CqhxFma.jpg,,Romance,Premiere Productions,Philippines,Tagalog,,"EVERY WOMAN MAKES A WISH SOMETIME - and somehow, somewhere, it comes true.",Cesar Gallardo,"Dante Rivero, Boots Anson-Roa, Johanna Raunio"
380490,"Siya'y Umalis, Siya'y Dumating",0.0,0,Released,1975-09-21,0,120,False,,0,,tt1174736,tl,"Siya'y Umalis, Siya'y Dumating",An official entry to the first Metro Manila Film Festival in 1975 directed by Mitos Villareal and starring Marlene Dauden and Nestor de Villa.,0.877,/uOYwFMAIvzFlQIZvkKZg3yqeSiR.jpg,A woman with a past. In a town without pity. Can she have a future?,Drama,Mirick Films International,Philippines,"English, Tagalog",,"A WOMAN WITH A PAST, IN A TOWN WITHOUT PITY. CAN SHE HAVE A FUTURE.",Mitos Villareal,"Marlene Dauden, Nestor De Villa, Pinky De Leon"
380492,Barok,0.0,0,Released,1976-12-25,0,0,False,,0,,tt0487554,tl,Barok,,0.748,/kUDJbAl9yLbBmOqBPVl33ABHpKR.jpg,,Comedy,HPS Productions,Philippines,Tagalog,komiks,,F.H. Constantino,"Chiquito, Trixia Gomez, Max Alvarado"
380461,Tucson,0.0,0,Released,1949-04-27,0,64,False,/6qUuZRMhsWKJMkFWmWi8o8DTOpt.jpg,0,,tt0122292,en,Tucson,"The story of Andy Bryant, a University of Arizona student whose grades suffer because of his preoccupation with an upcoming intercollegiate rodeo. Andy's father is more interested in embarrassing a rival at the rodeo than he is with his son's academic progress. When his lack of focus nearly causes a tragic accident in the university chemistry lab, Andy decides to hunker down and study.",0.794,/fVVjIK0yvc80HYGC6MjPPgmL1V2.jpg,THE GREAT SOUTHWEST IS THE ALL-AMERICAN CAMPUS NOW...,"Western, Drama",Sol M. Wurtzel Productions,United States of America,English,"sports, rodeo","Andy Bryant is a University of Arizona student. His grades suffer however because of his preoccupation with an upcoming intercollegiate rodeo. And he is in love with the blond Laurie Sherman. Tod Bryant, Andy&apos;s father, is more int...",William F. Claxton,"Jimmy Lydon, Penny Edwards, Deanna Wayne"
223928,Maestra,0.0,0,Released,2012-03-15,0,34,False,,0,http://www.maestrathefilm.org/,tt2163004,en,Maestra,"Cuba, 1961: 250,000 volunteers taught 700,000 people to read and write in one year. 100,000 of the teachers were under 18 years old. Over half were women.  MAESTRA explores this story through the personal testimonies of the young women who went out to teach literacy in rural communities across the island - and found themselves deeply transformed in the process.",0.6,/q0vowXgCBEqTYfSlq9G6o0cPGJ3.jpg,,"Documentary, History",The Literacy Project,Cuba,Spanish,"cuba, revolution, education, bay of pigs, cuban revolution, woman director, literacy","Cuba, 1961: Thousands of teenage girls join the National Campaign for Literacy to help teach their country to read and write. Traveling to remote mountain regions, often against the will of their parents, they lived with their stu...",Catherine Murphy,"Alice Walker, Diana Balboa, Norma Guillard"
380439,Earthquake LA,0.0,0,Released,2009-09-16,0,120,False,,0,,tt1561314,en,Earthquake LA,Six people become trapped in an apartment after earthquakes continue to rock Los Angeles. Conspiracies and government involvement are revealed.,0.6,,,,,,,,Six people become trapped in an apartment after earthquakes continue to rock Los Angeles. Conspiracies and government involvement are revealed.,Nicholas J. Robinson,"Hugh Gehrke, Jackie Kamm, Olympia Kricos"
380440,Absolute Justice,0.0,0,Released,2014-04-25,0,0,False,,0,,tt3202042,tr,Mutlak Adalet,"After a horrific attack on his wife and daughter, Metin's life is turned upside down. Driven to take revenge, Metin soon finds that vengeance is a brutal road.",0.6,/4ggpOHILTdh4zYVL8thdHcwUr2w.jpg,,Drama,Özen Film,Turkey,Turkish,,"After a horrific attack on his wife and daughter, Metin&apos;s life is turned upside down. Driven to take revenge, Metin soon finds that vengeance is a brutal road.",Hüseyin Eleman,"Ozan Akbaba, Baris Akin, Bihter Dinçel"
380441,Her First Older Woman 2,0.0,0,Released,2008-03-24,0,118,True,,0,,tt5160164,en,Her First Older Woman 2,"Nikki & Desire Moore: Even a hectic day at the office doesn't stop Nikki from lusting after Desire Moore's young tasty body... Honney Bunny & Wanda Lust:  Wanda came over to hang out with Honney Bunny's mom, but she was nowhere to be found, so Wanda took the opportunity to get to know Honney Bunny... Crystal Kats & Sharon:  Sharon just got her first laptop and asked Crystal to help her set it up. She was soon lapping at something else... Kitty & Kayla Quinn:  Kitty isn't living up to the standards of the cheer squad, and Coach Kayla plans on going to extremes to whip her back into shape.",1.93,/cKtBRsAqxFoGpu5c6VDpXs9kdUN.jpg,,Romance,The L Factor,United States of America,English,"lesbian sex, milf, older woman younger woman relationship",,,"Kayla Quinn, Kitty, Crystal Kats"
380442,Zero,0.0,0,Released,2011-07-09,0,0,False,,0,,tt1946520,en,Zero,Thriller-drama about eight losers who will have to deal with a new life in which apparently they are the only people alive.,1.424,,,,,,,,Thriller-drama about eight losers who will have to deal with a new life in which apparently they are the only people alive.,Miquel García Borda,"Christian Rodrigo, Lili Bordán, Tamara Arias de Saavedra"
380445,Der Zerrissene,0.0,0,Released,2001-01-01,0,0,False,,0,,tt0371423,de,Der Zerrissene,,0.601,,,Drama,,Austria,,,,Georg Schmiedleitner,"Karlheinz Hackl, Detlev Eckstein, Hans Dieter Knebel"
380446,Taken for a Ride,0.0,0,Released,1931-01-31,0,0,False,,0,,tt0152862,en,Taken for a Ride,"After a running gun battle through the streets, Krazy finds a gangster gorilla's secret hideout in a spooky graveyard, complete with animated skeletons. The crooks get the drop on him, and take him out to a lonely spot to rub him out, but Krazy makes friends with them instead by singing a weepy chorus of ""MOTHER"".",0.6,,,Animation,,United States of America,,,"After a running gun battle through the streets, Krazy finds a gangster gorilla&apos;s secret hideout in a spooky graveyard, complete with animated skeletons. The crooks get the drop on him, and take him out to a lonely spot to rub him ...","Manny Gould, Ben Harrison",
380449,Falstaff,0.0,0,Released,2009-05-21,0,136,False,,0,,tt2705396,it,Falstaff,Live from Glyndebourne 2009,1.492,/3Y7tZUCRlFW971UXEWvzM19OLEc.jpg,,Music,,United Kingdom,Italian,opera live performance,"The inspirational Vladimir Jurowski conducts Verdi&apos;s last opera, his only true comic opera.",François Roussillon,"Vladimir Jurowski, Christopher Purves, Paolo Battaglia"
380453,Tödliches Geld,0.0,0,Released,1995-01-01,0,0,False,,0,,tt0184971,de,Tödliches Geld,,1.024,,,Crime,,Germany,,,"Béatrice Belmont is attractive - and a successful business woman who has built up her career on her own. A lot of things would have been simpler if she had taken advantage of the good name of her ex-husband, the younger heir of th...",Detlef Rönfeldt,"Marthe Keller, Michel Piccoli, Christian Kohlund"
380455,Duett,0.0,0,Released,1992-01-01,0,0,False,,0,,tt0104150,de,Duett,,0.85,,,Drama,,"Germany, Austria",,,,Xaver Schwarzenberger,"Otto Schenk, Agnes Baltsa, Karlheinz Hackl"
380456,Der Unbestechliche,0.0,0,Released,1984-01-08,0,0,False,,0,,tt0310274,de,Der Unbestechliche,,0.6,,,Drama,,Austria,,,,"C. Rainer Ecke, Rudolf Steinboeck","Silvia Lukan, Verena Wengler, Karlheinz Hackl"
380457,Jedermann,0.0,0,Released,1983-01-01,0,0,False,,0,,tt3036016,de,Jedermann,,1.404,,,Drama,,Austria,,,Death is sent by God to summon the wealthy Jedermann who is then abandoned by everyone.,C. Rainer Ecke,"Klaus Maria Brandauer, Marthe Keller, Will Quadflieg"
380458,Top Sergeant,0.0,0,Released,1942-06-14,0,64,False,/5RvXvjzXwbVqzGtMWw2EXf8paqJ.jpg,0,,tt0035455,en,Top Sergeant,"An army sergeant recognises a young recruit as the man responsible for his brother's death, while attempting a robbery.",1.232,/l0jxEMJK8HoXN9OoPwF0JDPf1Ec.jpg,ROUGH...TOUGH AND ROMANTIC!,"Crime, Drama",Universal Pictures,United States of America,English,"robbery, chase, bank robbery","An army sergeant recognises a young recruit as the man responsible for his brother&apos;s death, while attempting a robbery.",Christy Cabanne,"Leo Carrillo, Andy Devine, Don Terry"
380459,Lady Windermeres Fächer,0.0,0,Released,1978-08-12,0,0,False,,0,,tt1305861,de,Lady Windermeres Fächer,,1.069,,,Comedy,,Germany,,,,Boy Gobert,"Bigi Fischer, Gerhard Friedrich, Ingrid Andree"
380460,Just a Cute Kid,0.0,0,Released,1940-10-05,0,20,False,,0,,tt0345469,en,Just a Cute Kid,"When he has to pay a debt to a fearsome money lender, a man accepts the help of a friend who takes him to a scientist where he can sell his body, but things get worse than expected.",1.241,/mN2BrYZzNKXiYK4Z8siWKFgxkeF.jpg,,Comedy,Warner Bros. Pictures,United States of America,English,"slapstick comedy, racetrack, short film","When he has to pay a debt to a fearsome money lender, a man accepts the help of a friend who takes him to a scientist where he can sell his body, but things get worse than expected.",Noel M. Smith,"Cliff Edwards, Margaret Hayes, Frank Faylen"
380033,Stately Mansions Did Decree,0.0,0,Released,1999-01-01,0,6,False,,0,,tt0278061,en,Stately Mansions Did Decree,An experimental animated short.,0.6,,,,,,,,,Stan Brakhage,
380031,Coupling,0.0,0,Released,1999-01-01,0,5,False,,0,,tt0277644,en,Coupling,An experimental abstract short.,0.6,,,,,,,,,Stan Brakhage,
224424,"Gustaf Wasa, Part One",0.0,0,Released,1928-03-04,0,103,False,,0,,tt0018967,sv,Gustaf Wasa del I,"The story takes its beginning in 1518 , the Danish King Christian II has taken Sweden. Sten Sture the younger appeal to all loyal subjects to resist. The offer reaches the farmer Mats Waltersson in Dalarna , Sweden's heart and he gathers his men. Dalmas were going from house to house, they do not want a Dane on the throne. At Brännkyrka outside Stockholm is a battle between the Danes and Swedes. Swedes win and the Swedish riksbaneret out during the Battle of Gustav Eriksson Vasa.",0.842,,,"Drama, War, History",Wasa Film,Sweden,No Language,,The Swedes and the Danes battle outside Stockholm. After the victory the Swedes follows the leader Gustaf Eriksson Wasa.,John W. Brunius,"Gösta Ekman, Edvin Adolphson, Hugo Björne"
379599,Obsessed,0.0,0,Released,1983-12-01,0,85,False,,0,,tt0085629,cn,鬼揞眼,Hong Kong horror film.,1.877,,,Horror,CLIC Limited,Hong Kong,Cantonese,,,Henry Chan,"Eddie Chan, Wan Choi Wong, Elaine Jin"
379606,Die Gefangenen von Murano,0.0,0,Released,1966-09-24,0,0,False,,0,,tt1745683,de,Die Gefangenen von Murano,,0.6,,,Drama,,Germany,,,,Udo Langhoff,"Norbert Skalden, Joachim Richert, Hans-Dieter Jendreyko"
224438,Glitz,0.0,0,Released,1988-09-28,0,98,False,,0,,tt0095223,en,Glitz,"Vincent Marra is a Miami cop on medical leave in Puerto Rico, where he's being stalked by a sex offender he testified against.",1.08,/cSBovIvZrP5BvIGgE9lCKSEDV4X.jpg,He's a cop in search of a killer. Now the killer is searching for him.,"Thriller, Action, Crime, TV Movie","Lorimar Productions, Above the Line Productions, Citadel Entertainment",United States of America,English,"casino, based on novel or book, puerto rico, atlantic city","Vincent Marra is a Miami cop on medical leave in Puerto Rico, where he&apos;s being stalked by a sex offender he testified against. Vincent&apos;s girlfriend leaves him for a job as a &quot;hostess&quot; in an Atlantic City casino, then turns up dead...",Sandor Stern,"Jimmy Smits, Markie Post, John Diehl"
379505,Hum,0.0,0,Released,2010-02-13,0,12,False,,0,,tt1573073,en,Hum,"Hum begins in the living-room of a derelict house engulfed by trees. A woman stands in the dilapidated room. The woman has come here in search of silence, of escape. From the urban din, the constant noise of her life. To silence the voice of a lover recently lost. She wants to leave behind even the possibility of communication. But she discovers that her search for silence is impossible. The closest she comes is playing a dumb piano into a still afternoon. Finally she goes in search of sound, to experience it in its full intensity, at deafening volume.",0.835,,,,,,,woman director,"Hum begins in the living-room of a derelict house engulfed by trees. A woman stands in the dilapidated room. The woman has come here in search of silence, of escape. From the urban din, the constant noise of her life. To silence t...",Rebecca Daly,"Kerry Condon, Lalor Roddy, Steve Wall"
224453,Verzet,0.0,0,Released,2013-09-28,0,0,False,,0,,tt4173374,nl,Verzet,,0.712,,,"Comedy, Drama",Viking Film,Netherlands,"German, Dutch",world war ii,"Verzet is a black comedy set against the background of the Second World War about the tension between a timid porcelain collector and his cheeky chain-smoking woman in hiding. Film within the framework of One Night Stand VIII, 50 ...",Rob Lücker,"Porgy Franssen, Bert Hana, Bas Keijzer"
379516,Das Rheingold,0.0,0,Released,2006-05-31,0,148,False,,0,,tt2199364,de,Das Rheingold,Prologue to Ring Cycle. DVD release June 2009.,0.6,/369uZ0HKORPvVuQteVZsZBIMMcu.jpg,Copenhagen Ring Cycle 2006. Der Ring des Nibelungen: Vorabend - Das Rheingold.,Music,,Denmark,German,"opera, opera live performance","The loveless pursuit of power rips the heart out of the natural world, setting in motion the chain of events that will ultimately bring about the fall of the Gods.",,"Sten Byriel, Christian Christiansen, Anne Margrethe Dahl"
379519,2 Dead 2 Kill,0.0,0,Released,2014-01-01,0,90,False,,0,,tt2378390,en,2 Dead 2 Kill,"An ex-narc finds a journal written in code, leading to the whereabouts of a stash of stolen drugs.",0.6,/gPSUjKTJ5dIkJiUqbMsZqGVjxdx.jpg,Redemption comes at a price,Action,,United States of America,English,,A drug addict scrambles to track down $8 million of heroin while pursued by the city&apos;s rival mob bosses.,"Michael J. Hach, Neil Kinsella","Jill Andre, Katherine Bailess, I. Elijah Baughman"
224455,Lust to Kill,0.0,0,Released,1958-09-28,0,72,False,,0,,tt0053026,en,Lust to Kill,"A cowboy escapes from jail with the help of his girlfriend, and goes after the men he believes are responsible for his brother being shot down by lawmen.",2.585,/ygwTElU2vxN3Gic8PVk41DnLK.jpg,TWISTED MEN AND TWISTED WOMEN...LIVING IN A TEMPEST OF DISTORTED DESIRE!,Western,Production Associates,United States of America,English,"prison escape, revenge, cowboy","A cowboy escapes from jail with the help of his girlfriend, and goes after the men he believes are responsible for his brother being shot down by lawmen.",Oliver Drake,"Jim Davis, Don Megowan, Allison Hayes"
379526,The Splendid Love in Winter,0.0,0,Released,1974-12-26,0,84,False,,0,,tt4794804,zh,冬戀,"Mimi asks handsome Chan Chi to drive her home one night, when she is short of money. They meet several more times at the restaurant, and Chan Chi eventually asks her around to his place for supper. She doesn't turn up, so he goes out to a swingers party with his publisher. He is shocked to find Mimi there, as the escort of a playboy. In a confused confrontation afterwards, Mimi decides she is not good enough for Chan Chi, and she vanishes. Chan Chi decides he really loves her, and commences the search.",0.6,,,Romance,Tse Brother's Hongkong Limited,Hong Kong,Mandarin,,,Yin Tse,"Zhen Zhen, Alan Tang, Yin Tse"
379530,Siegfried,0.0,0,Released,2006-05-31,0,0,False,,0,,tt2199376,de,Siegfried,Day 2 of the Ring Cycle. DVD release June 2009.,0.658,/rPmgpWUazZpHTbwMOxZKhxhJnyT.jpg,Copenhagen Ring Cycle 2006. Der Ring des Nibelungen: Zweiter Tag - Siegfried.,Music,,Denmark,German,"opera, opera live performance","The fearless hero Siegfried breaks free of the restrictions of his youth, and sets off in search of freedom, adventure and, ultimately, love.",,"Stig Fogh Andersen, Sten Byriel, Christian Christiansen"
379533,Götterdämmerung,0.0,0,Released,2006-05-31,0,267,False,,0,,tt2199386,de,Götterdämmerung,Day 3 of the Ring Cycle. DVD release June 2009.,0.6,/y4AQwg8WwbQvoJOO0EahAcxrKov.jpg,Copenhagen Ring Cycle 2006. Der Ring des Nibelungen: Dritter Tag - Götterdämmerung.,Music,,Denmark,German,"opera, opera live performance","Brünnhilde believes herself betrayed by Siegfried. But, as the old, male-dominated world goes up in flames, the hope of a new world is reborn from the ashes.",,"Stig Fogh Andersen, Guido Paevatalu, Sten Byriel"
