movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/boogie_nights,Movie,Boogie Nights,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",United States,"Comedies, Dramas, Independent Movies",R,1997-10-17,2016-05-19,152.0,New Line Cinema,Upright,89.0,189505.0,well-endowed busboy taken tight-knit group 1970s porn actor transforms skin flick celebrity dirk diggler.
m/congo,Movie,Congo,Frank Marshall,"Dylan Walsh, Laura Linney, Ernie Hudson, Tim Curry, Joe Don Baker, Grant Heslov, Adewale Akinnuoye-Agbaje, Mary Ellen Trainor",United States,"Action & Adventure, Thrillers",PG-13,1995-06-09,2013-08-01,103.0,Paramount Home Video,Spilled,29.0,60510.0,"eight people, ulterior motives, go expedition congo, find lost city protected killer apes."
m/dennis_the_menace,Movie,Dennis the Menace,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Paul Winfield",United States,"Children & Family Movies, Comedies",PG,1993-06-25,2008-08-25,96.0,Warner Home Video,Spilled,38.0,256464.0,"bane george's life little boy named dennis. cunning thief attempt rob george, dennis may one stop him."
m/hampstead,Movie,Hampstead,Joel Hopkins,"Diane Keaton, Brendan Gleeson, Lesley Manville, Jason Watkins, James Norton, Phil Davis","United Kingdom, Belgium","Comedies, Dramas, International Movies",NR,2019-06-14,2019-06-14,103.0,Unknown,Spilled,41.0,421.0,american widow london form unexpected relationship man living grid beautiful park ripe development.
m/kung_fu_panda,Movie,Kung Fu Panda,"John Stevenson, Mark Osborne","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, Randall Duk Kim, James Hong","United States, China","Children & Family Movies, Comedies",PG,2008-06-06,2015-11-25,91.0,Paramount Pictures,Upright,83.0,585319.0,"powerful villain come peace valley, lazy panda rise challenge realize destiny become kung fu warrior."
m/kung_fu_panda_the_kaboom_of_doom,Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, James Hong, Michelle Yeoh","United States, China","Children & Family Movies, Comedies",PG,2011-05-26,2015-11-25,90.0,Paramount Studios/Dreamworks,Upright,74.0,145411.0,"fist belly full, po embarks perilous journey furious five take frightful new enemy save art kung fu."
m/10012044-life_as_we_know_it,Movie,Life as We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett, Brooke Clagett, Hayes MacArthur, Christina Hendricks, Sarah Burns, Jessica St. Clair",United States,"Comedies, Dramas, Romantic Movies",PG-13,2010-10-08,2013-06-01,113.0,Warner Bros. Pictures,Upright,61.0,82457.0,"holly eric discover reciprocal hatred first date, must put feeling aside becoming guardian friends' baby."
m/mary_magdalene_2019,Movie,Mary Magdalene,Garth Davis,"Rooney Mara, Joaquin Phoenix, Chiwetel Ejiofor, Tahar Rahim, Ariane Labed, Denis Ménochet, Lubna Azabal, Tchéky Karyo, Charles Babalola, Tawfeek Barhom, Ryan Corr, Uri Gavriel, Shira Haas, Tsahi Halevi, Michael Moshonov","United Kingdom, Australia, United States","Dramas, Faith & Spirituality, International Movies",R,2019-04-12,2019-04-19,120.0,IFC Films,Spilled,47.0,232.0,"woman healing power abandon village life become devout disciple jesus, founder christianity."
m/memoirs_of_a_geisha,Movie,Memoirs of a Geisha,Rob Marshall,"Zhang Ziyi, Ken Watanabe, Koji Yakusho, Michelle Yeoh, Kaori Momoi, Youki Kudoh, Gong Li, Cary-Hiroyuki Tagawa, Mako Iwamatsu, Navia Nguyen, Karl Yune","France, Japan, United States","Dramas, Romantic Movies",PG-13,2005-12-16,2012-04-16,136.0,Sony Pictures,Upright,83.0,464869.0,"sold geisha house child, fisherman’s daughter becomes sought-after geisha kyoto, rivalry threaten destiny desires."
m/midnight_run,Movie,Midnight Run,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Philip Baker Hall",United States,"Action & Adventure, Classic Movies, Comedies",R,1988-07-11,2015-12-18,122.0,MCA Universal Home Video,Upright,87.0,24991.0,cop-turned-bounty hunter run trouble race new york los angeles fugitive accountant embezzled million mob.
m/mortal_kombat,Movie,Mortal Kombat,Paul W.S. Anderson,"Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke",United States,"Action & Adventure, Sci-Fi & Fantasy",PG-13,1995-08-18,2009-09-01,101.0,New Line Home Entertainment,Spilled,57.0,311715.0,three fighter travel mystical realm outworld test might tournament evil demon plan take world.
m/no_strings_attached_2011,Movie,No Strings Attached,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam","United States, United Kingdom","Comedies, Romantic Movies",R,2011-01-21,2014-06-06,108.0,Paramount Pictures,Spilled,51.0,89146.0,"""friends benefits"" emma adam fine open relationship ... pesky little thing called feeling enter picture."
m/not_another_teen_movie,Movie,Not Another Teen Movie,Joel Gallen,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner, Deon Richmond, Eric Jungmann, Ron Lester, Cody McMains, Sam Huntington, Lacey Chabert, JoAnna Garcia Swisher, Samm Levine, Cerina Vincent",United States,Comedies,R,2001-12-14,2013-04-02,88.0,Columbia Pictures,Spilled,55.0,442648.0,"bet, gridiron hero john hughes high school set turn bespectacled artist prom queen outrageous parody."
m/ophelia_2019,Movie,Ophelia,Claire McCarthy,"Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton, Devon Terrell, Dominic Mafham, Daisy Head","United Kingdom, United States","Dramas, Romantic Movies",PG-13,2019-06-28,2019-07-04,114.0,IFC Films,,60.0,5.0,"retelling “hamlet” ophelia’s point view, lady-in-waiting’s shared love denmark’s prince ruined treachery madness."
m/red_joan,Movie,Red Joan,Trevor Nunn,"Judi Dench, Sophie Cookson, Nina Sosanya, Tom Hughes, Tereza Srbová, Stephen Campbell Moore, Ben Miles, Freddie Gaminara, Robin Soans, Kevin Fuller",United Kingdom,"Dramas, International Movies",R,2019-04-19,2019-08-13,110.0,IFC Films,Spilled,55.0,231.0,"unassuming elderly widow arrested treason, tangled secret past kgb's longest-serving british spy exposed."
m/seven_pounds,Movie,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,"Dramas, Romantic Movies",PG-13,2008-12-19,2012-04-16,124.0,Sony Pictures,Upright,75.0,636605.0,"weighed dark secret, irs agent ben thomas try improve life seven stranger need second chance."
m/snow_day,Movie,Snow Day,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck",United States,"Children & Family Movies, Comedies",PG,2000-02-11,2013-08-01,89.0,Paramount Pictures,Spilled,27.0,49562.0,"snow day shuts whole town, wheeler family cut loose. hal make play popular girl school, 10-year-old natalie take dreaded snowplow man, dad get showdown rival meteorologist."
m/star_trek_11,Movie,Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany","Action & Adventure, Sci-Fi & Fantasy",PG-13,2009-05-07,2013-08-01,126.0,IMAX,Upright,91.0,747806.0,"first voyage aboard starship enterprise, cocky rebel james t. kirk logic-driven vulcan spock try defeat vengeful romulan commander."
m/stuart_little,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States","Children & Family Movies, Comedies",PG,1999-12-17,2012-04-16,92.0,Columbia Pictures,Spilled,41.0,495303.0,"parent adopt mouse instead little boy, george realizes brother come shape sizes. snowbell cat welcoming."
m/sword_of_trust,Movie,Sword of Trust,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss, Dan Bakkedahl, Lynn Shelton, Whitmer Thomas",United States,"Comedies, Dramas, Independent Movies",R,2019-07-12,2019-07-22,89.0,IFC Films,Upright,62.0,182.0,offbeat foursome take wild journey southern belt denial sell relic purporting prove south civil war.
m/the_american,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen, Irina Björklund, Filippo Timi, Anna Foglietta, Björn Granath","United States, United Kingdom","Dramas, Thrillers",R,2010-09-01,2015-08-14,105.0,Focus Features,Spilled,39.0,66176.0,"dispatched small italian town await orders, assassin jack embarks double life may relaxing good him."
m/the_best_of_enemies_2019,Movie,The Best of Enemies,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche, Wes Bentley, Nick Searcy, Bruce McGill, John Gallagher Jr., Nicholas Logan, Gilbert Glenn Brown",United States,Dramas,PG-13,2019-04-05,2019-06-18,133.0,STXfilms,Upright,76.0,534.0,"1971, summit school integration north carolina pit civil right activist ku klux klan leader, sparking unlikely friendship."
m/1078955-game,Movie,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",United States,Thrillers,R,1997-09-12,2012-06-15,128.0,Universal Pictures,Upright,84.0,141823.0,aloof investment banker's life spiral peril paranoia brother give odd birthday gift: chance play mysterious game.
m/karate_kid,Movie,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,"Action & Adventure, Children & Family Movies, Classic Movies",PG,1984-06-22,2012-04-16,126.0,Columbia Pictures,Upright,82.0,316502.0,"bullied teen befriends unassuming martial art master, he’ll learn life lesson — right move — beat back merciless rivals."
m/karate_kid_2010,Movie,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,"Action & Adventure, Children & Family Movies, Classic Movies",PG,2010-06-11,2014-02-12,140.0,Sony Pictures,Upright,67.0,283086.0,"bullied teen befriends unassuming martial art master, he’ll learn life lesson — right move — beat back merciless rivals."
m/karate_kid_part_2,Movie,The Karate Kid Part II,John G. Avildsen,"Ralph Macchio, Pat Morita, Nobu McCarthy, Tamlyn Tomita, Yuji Okumoto, Joey Miyashima, Marc Hayashi, Danny Kamekona, Tony O'Dell, Martin Kove, William Zabka",United States,"Action & Adventure, Children & Family Movies, Dramas",PG,1986-06-20,2012-04-16,113.0,Columbia Pictures,Spilled,51.0,121992.0,"daniel martial-arts mentor, mr. miyagi, visit okinawa battle hostile new nemesis former foe looking settle old score."
m/the_karate_kid_part_iii,Movie,The Karate Kid Part III,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove, Sean Kanan, Jonathan Avildsen, Randee Heller, William Christopher Ford",United States,"Children & Family Movies, Dramas",PG,1989-06-30,2014-01-09,111.0,Sony Pictures Entertainment,Spilled,35.0,58997.0,returning adversary threatens bond karate champ daniel mentor mr. miyagi intricate plan revenge brutal challenger.
m/life_of_david_gale,Movie,The Life of David Gale,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Leon Rippy, Matt Craven, Rhona Mitra, Melissa McCarthy, Jim Beaver, Chris Warner","United Kingdom, Germany, Spain, United States",Dramas,R,2003-02-21,2015-12-10,130.0,Universal Pictures,Upright,81.0,60939.0,"texas professor advocate elimination death penalty falsely accused crime, end death row himself."
m/long_riders,Movie,The Long Riders,Walter Hill,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach, Dennis Quaid, Randy Quaid, Kevin Brophy, Harry Carey Jr., Christopher Guest, Nicholas Guest, Shelby Leverington, Felice Orlandi, Pamela Reed, James Remar, Fran Ryan, Savannah Smith Boucher, Amy Stryker, James Whitmore Jr.",United States,Action & Adventure,R,1980-01-01,2016-11-30,100.0,MGM Home Entertainment,Upright,74.0,5487.0,"western chronicle misadventure demise james-younger gang, 19th-century outlaw tore missouri crime spree."
m/queen,Movie,The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy","Dramas, International Movies",PG-13,2006-10-06,2016-08-26,101.0,Miramax Films,Upright,76.0,175607.0,"princess diana's death, queen elizabeth ii tony blair face public demand memorialized manner beyond standard protocol."
m/the_queen_1968,Movie,The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy","Dramas, International Movies",NR,1968-06-17,2019-10-08,68.0,Kino Lorber,Upright,62.0,29.0,"princess diana's death, queen elizabeth ii tony blair face public demand memorialized manner beyond standard protocol."
m/the_strangers,Movie,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",United States,"Horror Movies, Thrillers",R,2008-05-29,2012-06-15,85.0,Universal Pictures,Spilled,48.0,311342.0,"quiet stay remote vacation home spiral terror couple come attack three masked, mysterious, murderous intruders."
m/sum_of_all_fears,Movie,The Sum of All Fears,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Bridget Moynahan, James Cromwell, Liev Schreiber, Michael Byrne, Colm Feore, Alan Bates, Ron Rifkin, Ciarán Hinds, Bruce McGill, Richard Marner, Philip Baker Hall","United States, Germany, Canada",Action & Adventure,PG-13,2002-05-31,2013-08-01,118.0,Paramount Pictures,Spilled,49.0,89502.0,"cia agent jack ryan try discover three missing russian nuclear scientist holed ukraine, communicating neo-nazis."
m/tourist,Movie,The Tourist,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom","Action & Adventure, Romantic Movies",PG-13,2010-12-10,2014-03-05,99.0,Columbia Pictures,Spilled,42.0,94934.0,american tourist seeking solace shattered heart instead find danger encountering beautiful interpol agent.
m/underworld,Movie,Underworld,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary","Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2003-09-19,2012-04-16,121.0,Sony Screen Gems,Upright,79.0,495941.0,vampire warrior begin question mission ancient war undead werewolf fall human protection.
m/what_dreams_may_come,Movie,What Dreams May Come,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog","United States, New Zealand","Dramas, Romantic Movies, Sci-Fi & Fantasy",PG-13,1998-10-02,2015-05-08,113.0,PolyGram Films,Upright,84.0,167493.0,"physician find heaven accident, inhabiting landscape wife's painting seeking rescue underworld."
m/lying_and_stealing,Movie,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,Thrillers,R,2019-07-12,2019-07-12,100.0,Vertical Entertainment,Spilled,16.0,73.0,"talented thief team aspiring actress steal art la's high rollers. last heist, they're going ultimate: freedom."
m/killing_them_softly,Movie,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,Dramas,R,2012-11-30,2017-03-29,97.0,The Weinstein Co.,Spilled,44.0,121513.0,"couple low-level crook rob mob-protected poker game, slick enforcer hired track offender take care business."
m/1174279-wanted,Movie,Wanted,Nibal Arakji,"Daad Rizk, Georges Diab, Sihame Haddad, Georges Boukhalil, Aida Sabra, Pierre Rabbat, Myriam Klink, Dory El Samarany, Josyane Boulos",Unknown,"Comedies, International Movies",R,2008-06-12,2012-06-15,110.0,Universal Pictures,Upright,69.0,1546122.0,four senior embark misadventure breaking nursing home save loved one’s grave demolition estate developers.
m/ray,TV Show,Ray,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey","Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa",Unknown,"International TV Shows, TV Dramas, TV Mysteries",PG-13,2004-10-29,2016-04-19,153.0,Universal Pictures,Upright,87.0,214558.0,"satire psychological thriller, four short story celebrated auteur writer satyajit ray adapted screen series."
m/1186122-broken,Movie,Broken,Anurin Nwunembom,"Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis",Unknown,"Dramas, International Movies, Romantic Movies",R,2007-10-05,2017-05-22,97.0,Truly Indie,Spilled,32.0,940.0,"running away marriage, woman enters dangerous agreement unfamiliar man save father's company reputation."
m/broken_2012,Movie,Broken,Anurin Nwunembom,"Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis",Unknown,"Dramas, International Movies, Romantic Movies",NR,2013-07-19,2017-02-28,90.0,Film Movement,Upright,73.0,3094.0,"running away marriage, woman enters dangerous agreement unfamiliar man save father's company reputation."
m/silver_linings_playbook,Movie,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",United States,"Comedies, Dramas, Independent Movies",R,2012-11-21,2017-04-01,122.0,The Weinstein Company,Upright,86.0,260499.0,"man bipolar disorder move home parent make connection spirited widow, help heal unique ways."
m/1103231-gift,TV Show,The Gift,Unknown,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"International TV Shows, TV Dramas, TV Mysteries",R,2000-12-20,2016-10-04,110.0,Paramount Classics,Spilled,55.0,51003.0,painter istanbul embarks personal journey unearths universal secret anatolian archaeological site link past.
m/the_gift_2015,TV Show,The Gift,Unknown,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"International TV Shows, TV Dramas, TV Mysteries",R,2015-08-07,2016-09-06,108.0,STX Entertainment,Upright,75.0,51153.0,painter istanbul embarks personal journey unearths universal secret anatolian archaeological site link past.
m/a_haunted_house_2,Movie,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",United States,"Comedies, Horror Movies",R,2014-04-18,2015-12-30,87.0,Open Road Films,Spilled,43.0,36181.0,"grieving tragedy, malcolm try start fresh new girlfriend kid — supernatural shenanigan find way back him."
m/awake,Movie,Awake,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",United States,"Dramas, Thrillers",R,2007-11-30,2016-08-10,84.0,MGM,Spilled,54.0,237790.0,"global event wipe humanity's ability sleep, troubled ex-soldier fight save family society mind spiral chaos."
m/vampire_academy,Movie,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom","Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2014-02-07,2016-12-16,104.0,The Weinstein Company,Spilled,55.0,30487.0,"half-human, half-vampire teen must prepare class destiny protector mortal vampire vicious immortal counterparts."
m/a_private_war,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States","Dramas, Independent Movies",R,2018-11-16,2019-02-05,110.0,Aviron Pictures,Upright,64.0,1403.0,"biopic, war correspondent marie colvin risk bring back truth frontlines, despite toll take life."
m/summertime,TV Show,Summertime,Unknown,"Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony",Italy,"International TV Shows, Romantic TV Shows, TV Dramas",NR,1955-06-21,2016-08-10,99.0,United Artists,Upright,80.0,3785.0,two young adult different background fall love summer italy’s adriatic coast. inspired federico moccia's book series.
m/american_outlaws,Movie,American Outlaws,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",United States,Action & Adventure,PG-13,2001-08-17,2017-12-01,93.0,Warner Bros.,Upright,68.0,44263.0,"wake civil war, jesse james lead feisty group rancher fight railroad baron bent seizing land cost."
m/battlefield_earth,Movie,Battlefield Earth,Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",United States,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",PG-13,2000-05-12,2017-05-02,117.0,Warner Bros. Pictures,Spilled,12.0,54014.0,"year 3000, alien race known psychlos devastate planet earth force surviving human population slavery."
m/1078165-bliss,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States","Dramas, Romantic Movies",R,1997-06-06,2012-04-16,103.0,Sony Pictures Entertainment,Spilled,54.0,1190.0,"two young newlywed seek help unlicensed sex therapist baltazar, initiate couple mystery tantric sex."
m/bliss_2019,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States","Dramas, Romantic Movies",NR,2019-09-27,2019-09-27,80.0,Dark Sky Films,Spilled,58.0,100.0,"two young newlywed seek help unlicensed sex therapist baltazar, initiate couple mystery tantric sex."
m/cloudburst_2012,Movie,Cloudburst,Thom Fitzgerald,"Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael McPhee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid","United States, Canada","Comedies, Dramas, Independent Movies",NR,2012-09-08,2016-08-10,93.0,Wolfe Video,Upright,77.0,424.0,"lesbian couple escape nursing home head canada get married. along way, pick young male hitchhiker."
m/cradle_2_the_grave,Movie,Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",United States,Action & Adventure,R,2003-02-28,2011-09-30,99.0,Warner Bros.,Spilled,52.0,81039.0,"jewel thief pull risky diamond heist crew, gang kidnaps young daughter steal loot rival agent offer help."
m/domestic_disturbance,Movie,Domestic Disturbance,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",United States,Thrillers,PG-13,2001-11-02,2017-01-01,89.0,Paramount Pictures,Spilled,37.0,42593.0,recovering alcoholic skeptical son's claim new stepfather killer – soon begin sense boy telling truth.
m/downton_abbey,TV Show,Downton Abbey,Unknown,"Hugh Bonneville, Jessica Brown Findlay, Samantha Bond, Laura Carmichael, Jim Carter, Raquel Cassidy, Brendan Coyle, Tom Cullen, Michelle Dockery, Kevin Doyle, Siobhan Finneran, Michael Fox, Joanne Froggatt, Matthew Goode, Harry Hadden-Paton, Thomas Howes, Lily James, Rob James-Collier, Rose Leslie, Phyllis Logan, Elizabeth McGovern, Sophie McShera, Lesley Nicol, Maggie Smith, Penelope Wilton",United Kingdom,"British TV Shows, International TV Shows, TV Dramas",PG,2019-09-20,2019-09-20,122.0,Focus Features,,94.0,20271.0,"exposing snobbery machination vanishing class system, series chronicle event life crawley family servants."
m/10010077-felon,Movie,Felon,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",United States,"Action & Adventure, Dramas",R,2008-07-17,2013-01-01,104.0,Sony Pictures Entertainment,Upright,82.0,13899.0,"killing burglar trying protect family, regular guy wade convicted involuntary manslaughter thrown prison."
m/flipped,Movie,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",United States,"Comedies, Dramas, Romantic Movies",PG,2010-08-06,2016-05-19,90.0,Warner Bros. Pictures,Upright,78.0,20208.0,"bryce juli first meet children, juli crush bryce. mature, appears bond may blossom something more."
m/fools_rush_in,Movie,Fools Rush In,Andy Tennant,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez, Tomas Milian, Siobhan Fallon Hogan, John Bennett Perry, Stanley DeSantis, Suzanne Snyder, Anne Betancourt, Jill Clayburgh",United States,"Comedies, Romantic Movies",PG-13,1997-02-14,2012-04-16,108.0,Sony Pictures Home Entertainment,Upright,64.0,63062.0,"one-night stand result pregnancy, two stranger opposite personality rush marriage must deal consequences."
