user_id,movie_id,watch_date,completion_rate,location,time_of_day,social_context,mood,device
4714,m/other_guys,2023-08-05,0.7,Travel,Afternoon,Family,Stressed,Smartphone
3965,m/green_room_2016,2023-08-21,0.71,Travel,Night,Friends,Tired,Smartphone
2818,m/ghost_stories_2020,2023-01-12,0.7,Travel,Morning,Partner,Stressed,Smartphone
2993,m/the_messengers,2023-09-15,0.89,Travel,Afternoon,Partner,Sad,Laptop
2439,m/samson_2018,2023-08-09,0.7,Work,Morning,Partner,Tired,Laptop
4585,m/10010208-chocolate,2023-04-19,0.7,Home,Night,Friends,Relaxed,Smartphone
2664,m/i_am_bolt,2023-06-29,0.87,Outdoor,Morning,Partner,Stressed,Tablet
610,m/shepherds_and_butchers,2023-09-12,0.7,Outdoor,Night,Alone,Excited,Smart TV
628,m/hellboy_2019,2023-03-02,0.7,Home,Night,Partner,Sad,Smartphone
3445,m/the_short_game,2023-02-18,0.53,Home,Morning,Alone,Stressed,Tablet
3075,m/10010571-hush,2023-04-02,0.51,Work,Evening,Family,Tired,Laptop
3974,m/midnight_special_2015,2023-08-20,0.83,Travel,Afternoon,Family,Tired,Smartphone
2974,m/a_perfect_man,2023-05-28,0.7,Outdoor,Morning,Friends,Sad,Smartphone
968,m/gosford_park,2023-10-24,0.7,Travel,Evening,Partner,Sad,Laptop
4614,m/midnight_sun_2018,2023-12-26,0.55,Work,Afternoon,Partner,Sad,Tablet
3190,m/1066170-kicking_and_screaming,2023-06-13,0.89,Home,Afternoon,Family,Sad,Smartphone
3783,m/killer_klowns_from_outer_space,2023-02-04,0.7,Home,Morning,Partner,Happy,Smartphone
4358,m/the_good_catholic,2023-11-14,0.7,Outdoor,Night,Partner,Tired,Smartphone
1128,m/extinction_2018,2023-07-19,0.7,Home,Afternoon,Family,Relaxed,Smart TV
3125,m/1107809-brother,2023-12-09,0.73,Home,Morning,Friends,Happy,Laptop
62,m/1112237-order,2023-08-08,0.5,Home,Evening,Friends,Sad,Smart TV
3417,m/freaks,2023-03-13,0.94,Home,Night,Partner,Happy,Smartphone
24,m/the_hunt_2012,2023-11-26,0.99,Work,Night,Partner,Tired,Smartphone
624,m/strong_island,2023-12-19,0.97,Travel,Morning,Family,Relaxed,Smartphone
3886,m/ordinary_world_2016,2023-03-08,0.7,Outdoor,Afternoon,Friends,Excited,Smartphone
3861,m/one_2000,2023-04-29,0.65,Home,Night,Family,Excited,Laptop
4782,m/show_dogs,2023-12-10,0.7,Outdoor,Night,Family,Excited,Tablet
3431,m/playing_for_keeps_2012,2023-04-17,0.7,Home,Evening,Alone,Relaxed,Tablet
4742,m/training_day,2023-06-02,0.7,Outdoor,Evening,Alone,Excited,Smartphone
547,m/the_outpost_2020,2023-03-29,0.99,Outdoor,Afternoon,Friends,Happy,Laptop
2737,m/arthur_christmas,2023-08-30,0.74,Travel,Afternoon,Family,Happy,Tablet
1348,m/ghost_stories_2020,2023-09-15,0.7,Outdoor,Evening,Partner,Tired,Smartphone
1103,m/earthquake_bird,2023-04-25,0.79,Home,Night,Family,Happy,Laptop
4150,m/the_returned,2023-07-12,0.92,Home,Evening,Partner,Happy,Smartphone
4763,m/last_exorcism,2023-08-25,0.82,Travel,Evening,Family,Relaxed,Smartphone
1979,m/the_neighbor_2016,2023-10-17,0.7,Work,Night,Friends,Sad,Smart TV
1916,m/aurora_2011,2023-11-19,0.94,Travel,Afternoon,Friends,Excited,Smartphone
2989,m/scream_3,2023-03-26,0.7,Travel,Morning,Partner,Excited,Smartphone
2532,m/the_hateful_eight,2023-08-01,0.7,Travel,Afternoon,Partner,Relaxed,Smartphone
473,m/the_fundamentals_of_caring,2023-01-04,0.54,Home,Afternoon,Friends,Excited,Laptop
3554,m/trumbo,2023-10-07,0.7,Home,Night,Friends,Excited,Smartphone
2399,m/bedtime_stories,2023-06-23,0.57,Travel,Afternoon,Friends,Tired,Tablet
3491,m/1003755-cat_on_a_hot_tin_roof,2023-01-31,0.96,Home,Morning,Alone,Happy,Smartphone
4751,m/i_lost_my_body,2023-02-23,0.62,Travel,Morning,Family,Excited,Laptop
1648,m/lake_house,2023-03-07,0.78,Travel,Afternoon,Family,Sad,Laptop
3258,m/10009192-21,2023-06-24,0.94,Work,Evening,Friends,Relaxed,Smartphone
2617,m/the_devil_we_know,2023-04-26,0.7,Travel,Night,Partner,Tired,Smartphone
4402,m/delhi_belly_2011,2023-09-19,0.79,Work,Night,Alone,Tired,Laptop
4298,m/now_and_then,2023-07-05,0.94,Outdoor,Night,Friends,Stressed,Smartphone
2758,m/moonlight_2016,2023-02-13,0.75,Work,Afternoon,Partner,Relaxed,Smartphone
1439,m/godzilla_2014,2023-12-24,0.69,Travel,Morning,Alone,Sad,Smartphone
3332,m/1045171-equinox,2023-10-27,0.7,Travel,Morning,Family,Relaxed,Smartphone
587,m/take_me_home_tonight,2023-12-08,0.7,Work,Evening,Partner,Excited,Laptop
574,m/1006037-doctor_zhivago,2023-01-07,0.56,Outdoor,Night,Friends,Happy,Laptop
4015,m/a_monster_calls,2023-12-13,0.7,Home,Morning,Partner,Excited,Smartphone
361,m/mars,2023-03-05,0.7,Home,Night,Partner,Sad,Smartphone
4256,m/the_hateful_eight,2023-09-07,0.92,Travel,Morning,Family,Tired,Smart TV
2339,m/movie_43,2023-04-13,0.9,Home,Evening,Family,Stressed,Smartphone
2961,m/clash_of_the_titans_2010,2023-04-08,0.7,Travel,Night,Partner,Sad,Smart TV
860,m/van_helsing,2023-01-07,0.7,Outdoor,Afternoon,Friends,Happy,Smartphone
1942,m/craft,2023-05-23,0.55,Work,Night,Friends,Sad,Smartphone
181,m/paris_is_burning,2023-10-11,0.7,Travel,Night,Alone,Stressed,Smart TV
1297,m/the_duel_2016,2023-01-18,0.7,Outdoor,Afternoon,Friends,Happy,Laptop
256,m/richie_rich,2023-05-28,0.91,Home,Night,Alone,Sad,Smartphone
801,m/november_criminals,2023-05-15,0.7,Work,Morning,Partner,Sad,Smart TV
582,m/atlantics,2023-05-03,0.7,Work,Afternoon,Alone,Excited,Smartphone
3456,m/scream_2,2023-10-25,0.7,Travel,Afternoon,Alone,Stressed,Smartphone
1665,m/cop_car,2023-12-25,0.69,Work,Morning,Friends,Tired,Smartphone
3869,m/free_fire,2023-04-09,0.53,Home,Afternoon,Family,Sad,Laptop
95,m/sleepover,2023-06-21,0.71,Home,Night,Partner,Tired,Laptop
1168,m/bushwick_2017,2023-12-03,0.7,Travel,Evening,Friends,Relaxed,Smartphone
1405,m/guilty_2020,2023-11-24,0.68,Travel,Morning,Friends,Tired,Smartphone
4010,m/the_strangers,2023-11-07,0.55,Work,Night,Alone,Relaxed,Smart TV
2375,m/10010229-dostana,2023-09-28,0.82,Home,Afternoon,Friends,Stressed,Smartphone
4743,m/1080990-fallen,2023-03-13,0.7,Work,Afternoon,Alone,Relaxed,Smart TV
3074,m/1212410-get_him_to_the_greek,2023-05-03,0.7,Outdoor,Afternoon,Friends,Happy,Laptop
3221,m/big_kill,2023-09-18,0.58,Work,Evening,Alone,Tired,Smart TV
76,m/saint,2023-06-18,0.66,Work,Morning,Family,Stressed,Laptop
556,m/10010668-stepfather,2023-03-13,0.97,Home,Evening,Friends,Excited,Smartphone
925,m/detention_2011,2023-11-04,0.68,Outdoor,Afternoon,Friends,Excited,Smartphone
3846,m/10009151-box,2023-03-18,0.7,Work,Afternoon,Friends,Happy,Laptop
2938,m/babel,2023-10-30,0.53,Work,Night,Partner,Relaxed,Smartphone
984,m/moon,2023-03-14,0.89,Outdoor,Afternoon,Friends,Tired,Smartphone
4905,m/amateur_2018,2023-03-13,0.85,Work,Morning,Partner,Sad,Smartphone
4843,m/aurora_2011,2023-06-01,0.88,Home,Morning,Partner,Tired,Laptop
2979,m/1103231-gift,2023-12-24,0.85,Travel,Afternoon,Partner,Sad,Smart TV
4107,m/backtrack_2016,2023-12-01,0.7,Travel,Night,Alone,Tired,Smartphone
1793,m/hellboy_2019,2023-11-23,0.59,Home,Evening,Partner,Stressed,Smartphone
3765,m/the_book_of_henry,2023-12-15,0.7,Work,Afternoon,Friends,Sad,Smartphone
416,m/rajneeti,2023-05-18,0.68,Work,Evening,Family,Relaxed,Smartphone
4262,m/1201402-17_again,2023-08-15,0.7,Outdoor,Night,Alone,Happy,Smart TV
3524,m/terminator_4,2023-04-01,0.93,Work,Afternoon,Friends,Sad,Smart TV
1662,m/final_destination_final_death_trip_3D,2023-07-31,0.7,Work,Night,Partner,Sad,Smartphone
4531,m/then_came_you,2023-06-02,0.7,Work,Morning,Partner,Happy,Smart TV
1085,m/the_amityville_horror,2023-10-28,0.7,Home,Morning,Partner,Sad,Laptop
3131,m/the-company-men,2023-03-03,0.84,Outdoor,Night,Partner,Sad,Smartphone
2740,m/menashe,2023-08-25,0.7,Home,Morning,Family,Tired,Smartphone
3050,m/joy_2014,2023-02-07,0.7,Home,Morning,Alone,Happy,Smartphone
3144,m/suffragette,2023-02-12,0.7,Outdoor,Morning,Alone,Stressed,Smartphone
2363,m/1162559-bobby,2023-03-08,0.8,Outdoor,Night,Family,Relaxed,Smartphone
4902,m/1133499-1133499-terminal,2023-08-11,0.58,Outdoor,Evening,Partner,Excited,Laptop
2209,m/bad_rap,2023-05-06,0.65,Work,Afternoon,Partner,Relaxed,Smartphone
361,m/the_lovers_2015,2023-01-27,0.7,Outdoor,Night,Alone,Relaxed,Smart TV
2711,m/the_help,2023-06-12,0.7,Outdoor,Afternoon,Partner,Stressed,Smartphone
3115,m/little_monsters,2023-08-11,0.78,Travel,Morning,Alone,Relaxed,Smartphone
3539,m/the_hunt_2012,2023-12-22,0.85,Work,Night,Partner,Happy,Smartphone
1208,m/bhool_bhulaiyaa,2023-03-05,0.54,Home,Afternoon,Alone,Relaxed,Tablet
4097,m/equilibrium,2023-01-16,0.95,Work,Morning,Family,Happy,Smartphone
3951,m/fractured,2023-06-09,0.61,Work,Afternoon,Alone,Tired,Laptop
302,m/lifechanger,2023-02-06,0.7,Outdoor,Evening,Family,Excited,Smartphone
3805,m/war_horse,2023-02-22,0.76,Outdoor,Afternoon,Family,Excited,Smartphone
3859,m/the_long_dumb_road,2023-06-21,0.84,Home,Night,Friends,Happy,Tablet
862,m/one_of_us_2017,2023-10-31,0.7,Home,Morning,Alone,Happy,Smartphone
1409,m/bhool_bhulaiyaa,2023-08-04,0.99,Outdoor,Night,Friends,Happy,Smartphone
3121,m/secret_in_their_eyes_2015,2023-12-17,0.87,Work,Night,Friends,Stressed,Laptop
4699,m/under_siege,2023-10-21,0.77,Outdoor,Morning,Alone,Sad,Tablet
2007,m/killer_klowns_from_outer_space,2023-07-07,0.76,Work,Evening,Partner,Sad,Smart TV
2095,m/mud_2012,2023-11-18,0.63,Work,Night,Partner,Sad,Laptop
429,m/sin_city,2023-12-23,0.99,Home,Morning,Family,Tired,Laptop
55,m/nacho_libre,2023-02-27,0.79,Work,Night,Partner,Relaxed,Smartphone
394,m/birth_of_the_dragon,2023-02-08,0.81,Work,Evening,Alone,Relaxed,Smartphone
3915,m/night_comes_on,2023-07-16,0.7,Work,Night,Friends,Relaxed,Smartphone
291,m/crow,2023-08-01,0.67,Home,Afternoon,Friends,Relaxed,Smartphone
2902,m/steve_jobs_2015,2023-11-16,0.7,Home,Morning,Alone,Sad,Smartphone
1528,m/divines,2023-08-14,0.7,Work,Morning,Friends,Happy,Smartphone
4742,m/no_one_killed_jessica,2023-11-04,0.97,Travel,Afternoon,Friends,Happy,Smartphone
1275,m/the_roommate,2023-05-12,0.7,Home,Night,Friends,Sad,Smartphone
2478,m/1107809-brother,2023-12-26,0.82,Outdoor,Morning,Friends,Excited,Tablet
2176,m/gook,2023-12-11,0.53,Travel,Afternoon,Friends,Happy,Smartphone
3070,m/1009096-hairspray,2023-09-13,0.93,Home,Night,Alone,Tired,Smartphone
1129,m/1018047-sabrina,2023-09-12,0.62,Work,Evening,Friends,Tired,Smartphone
4797,m/genius_2016,2023-03-04,0.78,Home,Morning,Alone,Sad,Laptop
2813,m/about_a_boy,2023-10-15,0.69,Work,Morning,Friends,Happy,Laptop
4183,m/men_in_black_ii,2023-04-20,0.7,Work,Evening,Partner,Stressed,Smartphone
2094,m/1210249-last_word,2023-02-02,0.89,Home,Night,Partner,Sad,Smartphone
1951,m/trumbo,2023-01-26,0.74,Home,Evening,Alone,Stressed,Smartphone
393,m/backtrack_2016,2023-09-01,0.7,Work,Morning,Friends,Stressed,Smart TV
4083,m/waiting,2023-05-19,0.57,Outdoor,Night,Family,Happy,Smartphone
3217,m/unstoppable-2010,2023-01-02,0.57,Home,Night,Alone,Sad,Laptop
875,m/fallen_2016,2023-12-12,0.54,Home,Evening,Partner,Stressed,Smartphone
37,m/10012014-babies,2023-06-23,0.7,Work,Afternoon,Friends,Stressed,Smartphone
2114,m/genius_2016,2023-09-23,0.72,Work,Night,Partner,Relaxed,Smart TV
4937,m/the_king_2019,2023-04-14,0.7,Outdoor,Afternoon,Alone,Stressed,Smart TV
1385,m/the_last_thing_he_wanted,2023-03-17,0.73,Outdoor,Morning,Friends,Tired,Smartphone
4472,m/christine_2016,2023-11-30,0.63,Travel,Evening,Family,Happy,Smartphone
3427,m/good_hair,2023-12-20,0.71,Home,Morning,Friends,Happy,Smartphone
1083,m/the_breaker_upperers,2023-11-15,0.7,Home,Evening,Alone,Tired,Smart TV
3844,m/ray,2023-07-17,0.76,Travel,Morning,Partner,Excited,Smartphone
937,m/don_verdean,2023-09-05,0.61,Travel,Afternoon,Family,Sad,Laptop
4205,m/1111227-iris,2023-03-19,0.64,Outdoor,Afternoon,Family,Stressed,Laptop
4885,m/the_roommate,2023-10-08,0.98,Outdoor,Evening,Alone,Stressed,Smartphone
2040,m/the_gift_2015,2023-03-29,0.7,Work,Evening,Friends,Relaxed,Smart TV
1464,m/candy_jar,2023-10-29,0.53,Home,Morning,Alone,Tired,Tablet
1083,m/world_is_not_enough,2023-01-08,0.81,Home,Evening,Family,Relaxed,Tablet
3580,m/lost_girls_2020,2023-03-29,0.95,Home,Night,Friends,Relaxed,Tablet
1442,m/christine,2023-02-08,0.7,Outdoor,Evening,Partner,Relaxed,Laptop
4815,m/bleach_2018,2023-09-26,0.72,Work,Afternoon,Alone,Happy,Laptop
1301,m/for_the_love_of_spock,2023-04-23,0.76,Work,Evening,Family,Sad,Smartphone
2378,m/1023543-white_christmas,2023-04-04,0.76,Work,Morning,Partner,Sad,Smart TV
968,m/stepfather,2023-01-29,0.77,Outdoor,Night,Partner,Relaxed,Smartphone
3597,m/the_help,2023-10-05,0.77,Travel,Morning,Family,Sad,Smartphone
4459,m/u_turn_1997,2023-02-14,0.7,Outdoor,Morning,Partner,Excited,Smartphone
2155,m/1175076-fred_claus,2023-02-02,0.7,Work,Afternoon,Partner,Stressed,Tablet
1519,m/extraction_2020,2023-12-29,0.95,Home,Night,Alone,Relaxed,Laptop
2263,m/creep_2_2017,2023-12-22,0.79,Work,Morning,Alone,Relaxed,Smartphone
4170,m/tenacious_d_in_the_pick_of_destiny,2023-03-24,0.7,Home,Night,Alone,Sad,Laptop
140,m/1169498-bridge,2023-05-20,0.53,Outdoor,Afternoon,Partner,Stressed,Smart TV
2018,m/memoirs_of_a_geisha,2023-10-06,0.81,Home,Night,Friends,Tired,Smartphone
3174,m/the_boy,2023-07-17,0.5,Outdoor,Morning,Family,Happy,Smartphone
4292,m/a_haunted_house,2023-02-15,0.93,Outdoor,Evening,Partner,Relaxed,Tablet
481,m/hunt_for_the_wilderpeople,2023-07-30,0.97,Travel,Night,Partner,Excited,Smartphone
2771,m/sandy_wexler,2023-07-17,0.7,Travel,Night,Partner,Happy,Smartphone
3937,m/joker_2019,2023-02-18,0.93,Work,Evening,Family,Excited,Smartphone
2061,m/pianist,2023-02-28,0.7,Work,Evening,Family,Sad,Laptop
786,m/national_treasure,2023-05-11,0.86,Work,Morning,Family,Stressed,Tablet
4785,m/1045568-strictly_ballroom,2023-12-07,0.94,Travel,Evening,Friends,Happy,Smart TV
1341,m/kaleidoscope_2017,2023-08-01,0.79,Home,Night,Family,Stressed,Laptop
800,m/supergirl,2023-04-23,0.7,Travel,Afternoon,Partner,Sad,Smartphone
4261,m/kings_2017,2023-10-04,0.63,Home,Evening,Friends,Sad,Laptop
1278,m/wildling,2023-06-28,0.63,Travel,Night,Friends,Sad,Smartphone
4943,m/life_2014,2023-01-13,0.77,Home,Evening,Alone,Stressed,Smartphone
2020,m/the_incredible_jessica_james,2023-08-16,0.76,Travel,Afternoon,Family,Stressed,Smartphone
2251,m/14_cameras,2023-10-12,0.79,Home,Afternoon,Partner,Sad,Smartphone
1036,m/goon,2023-11-22,0.68,Travel,Night,Friends,Relaxed,Smartphone
1460,m/trumbo,2023-10-16,0.95,Outdoor,Evening,Family,Tired,Laptop
1067,m/the_hunt_2012,2023-01-21,1.0,Home,Afternoon,Friends,Happy,Smartphone
2229,m/adore_2013,2023-12-13,0.52,Home,Evening,Friends,Relaxed,Tablet
2923,m/the_outsider_2018,2023-12-09,0.7,Travel,Night,Friends,Tired,Smartphone
2919,m/carrie_1952,2023-04-04,0.7,Work,Evening,Family,Happy,Smartphone
3036,m/enemy_2013,2023-11-05,0.59,Home,Evening,Partner,Relaxed,Tablet
4584,m/1003957-chase,2023-09-26,0.8,Travel,Night,Family,Tired,Smartphone
2686,m/coraline,2023-10-07,0.95,Home,Morning,Alone,Excited,Smart TV
1786,m/the_hummingbird_project,2023-12-20,0.7,Work,Evening,Partner,Tired,Smartphone
1567,m/sun_dogs_2017,2023-10-06,0.87,Home,Morning,Family,Tired,Smartphone
3391,m/wild_wild_west,2023-02-14,0.57,Work,Morning,Friends,Relaxed,Smartphone
1111,m/green_room_2016,2023-09-08,0.7,Work,Evening,Alone,Happy,Smartphone
860,m/the_beguiled,2023-01-28,0.76,Outdoor,Night,Friends,Sad,Smart TV
4178,m/1210249-last_word,2023-10-25,0.8,Work,Afternoon,Friends,Tired,Tablet
1269,m/bridge_too_far,2023-06-25,0.8,Outdoor,Morning,Friends,Happy,Smartphone
2452,m/1003060-breakout,2023-04-12,0.56,Travel,Afternoon,Alone,Happy,Smartphone
2745,m/get_me_roger_stone,2023-09-30,0.81,Travel,Afternoon,Family,Tired,Smartphone
3240,m/rust_creek,2023-05-06,0.56,Home,Morning,Alone,Tired,Smartphone
2041,m/cut_bank,2023-06-19,0.7,Home,Evening,Family,Happy,Smartphone
1992,m/collateral,2023-05-10,0.7,Travel,Night,Alone,Tired,Smart TV
4061,m/hero,2023-03-28,0.76,Home,Afternoon,Family,Happy,Laptop
2281,m/indian_in_the_cupboard,2023-04-20,0.85,Travel,Evening,Family,Relaxed,Smart TV
4552,m/baseketball,2023-05-12,0.7,Work,Evening,Family,Relaxed,Smart TV
1200,m/amanda_knox,2023-04-03,0.83,Work,Afternoon,Friends,Relaxed,Smartphone
2238,m/1144274-sahara,2023-02-20,0.7,Home,Night,Friends,Happy,Smartphone
854,m/daddy_issues_2020,2023-01-08,0.7,Outdoor,Evening,Partner,Tired,Tablet
2139,m/1144274-sahara,2023-10-06,0.95,Work,Night,Family,Stressed,Smartphone
3745,m/slam,2023-03-19,0.64,Home,Morning,Friends,Excited,Smart TV
883,m/frozen_river,2023-07-31,0.7,Work,Morning,Alone,Sad,Tablet
1711,m/parker_2012,2023-12-25,0.7,Work,Evening,Family,Sad,Smartphone
4,m/the_killing_of_a_sacred_deer,2023-08-27,0.7,Home,Evening,Family,Stressed,Smartphone
4560,m/the_rover,2023-02-09,0.58,Work,Night,Alone,Tired,Smartphone
328,m/flipped,2023-08-13,0.52,Travel,Afternoon,Alone,Tired,Tablet
216,m/social_animals,2023-06-24,0.63,Work,Night,Friends,Excited,Smartphone
2794,m/1012665-longest_yard,2023-01-21,0.59,Work,Afternoon,Friends,Relaxed,Tablet
1571,m/tuxedo,2023-06-11,0.65,Work,Evening,Alone,Excited,Laptop
2140,m/joker_2019,2023-02-16,0.51,Work,Night,Partner,Sad,Tablet
1820,m/whipped,2023-07-28,0.65,Home,Evening,Friends,Relaxed,Smartphone
1732,m/the_tribes_of_palos_verdes,2023-03-18,0.97,Work,Morning,Partner,Happy,Smartphone
2270,m/starred_up,2023-10-31,0.84,Work,Night,Friends,Relaxed,Smartphone
2887,m/all_day_and_a_night,2023-03-28,0.7,Travel,Night,Friends,Tired,Smartphone
4118,m/saving_capitalism,2023-01-04,0.7,Work,Afternoon,Family,Excited,Smartphone
4424,m/fun_mom_dinner,2023-02-18,0.99,Home,Morning,Alone,Tired,Smartphone
2429,m/asoka,2023-11-12,0.89,Travel,Night,Family,Excited,Smart TV
987,m/get_me_roger_stone,2023-04-04,0.62,Outdoor,Evening,Family,Sad,Smartphone
3707,m/walking_out,2023-05-09,0.87,Travel,Afternoon,Friends,Tired,Smartphone
4553,m/the-social-network,2023-02-27,0.66,Outdoor,Afternoon,Partner,Happy,Smartphone
489,m/10010694-season_of_the_witch,2023-04-03,0.67,Travel,Night,Friends,Tired,Smartphone
2115,m/savages_2012,2023-03-16,0.81,Home,Evening,Partner,Sad,Smartphone
24,m/the_runaways,2023-03-24,0.62,Home,Morning,Partner,Stressed,Tablet
1285,m/adore_2013,2023-02-10,0.67,Travel,Afternoon,Friends,Relaxed,Smart TV
966,m/sisters_1973,2023-11-12,0.98,Outdoor,Afternoon,Family,Sad,Smartphone
1884,m/10007538-silence,2023-08-24,0.92,Outdoor,Afternoon,Family,Excited,Smart TV
2954,m/operation_mekong,2023-11-18,0.86,Work,Evening,Partner,Happy,Smartphone
1162,m/1196003-princess_and_the_frog,2023-07-24,0.71,Work,Afternoon,Family,Relaxed,Smart TV
1010,m/rocky_ii,2023-05-20,0.94,Travel,Evening,Alone,Happy,Tablet
768,m/3_generations,2023-11-22,0.81,Work,Evening,Partner,Happy,Smartphone
4181,m/inconceivable_2017,2023-10-12,0.86,Home,Afternoon,Friends,Happy,Smartphone
3828,m/the_circle_2017,2023-10-15,0.93,Outdoor,Afternoon,Family,Happy,Smartphone
1482,m/the_new_romantic,2023-06-20,0.86,Outdoor,Morning,Partner,Happy,Laptop
4279,m/mission_of_honor_2019,2023-10-16,0.7,Travel,Morning,Family,Relaxed,Laptop
407,m/baseketball,2023-02-12,0.7,Work,Morning,Alone,Stressed,Smart TV
14,m/outsiders,2023-11-22,0.7,Travel,Afternoon,Friends,Tired,Smart TV
4541,m/remember_2016,2023-02-16,0.96,Work,Evening,Alone,Excited,Laptop
1942,m/1104385-hannibal,2023-11-04,0.7,Work,Evening,Family,Relaxed,Smartphone
4306,m/killer_klowns_from_outer_space,2023-11-10,0.7,Work,Afternoon,Family,Happy,Smartphone
4225,m/rattlesnake,2023-12-16,0.88,Home,Afternoon,Partner,Happy,Smartphone
3458,m/deep,2023-04-04,0.75,Work,Evening,Friends,Sad,Smartphone
3033,m/unaccompanied_minors,2023-06-22,0.71,Work,Evening,Family,Happy,Smartphone
781,m/the_wind_2019,2023-02-16,0.86,Travel,Afternoon,Partner,Happy,Smartphone
884,m/bugs_2006,2023-07-23,0.79,Work,Night,Family,Relaxed,Smartphone
4323,m/the_after_party_2018,2023-11-06,0.7,Home,Evening,Partner,Relaxed,Smartphone
2840,m/1175178-jane_austen_book_club,2023-05-25,0.52,Outdoor,Evening,Friends,Relaxed,Smartphone
363,m/donnie_brasco,2023-09-27,0.88,Work,Night,Alone,Stressed,Smartphone
4244,m/the_death_of_stalin,2023-05-05,0.56,Work,Afternoon,Family,Excited,Smartphone
164,m/earthquake_bird,2023-11-17,0.9,Home,Evening,Friends,Happy,Smartphone
739,m/the_one,2023-01-24,0.74,Outdoor,Night,Friends,Tired,Laptop
2251,m/point_blank,2023-05-22,0.7,Outdoor,Morning,Friends,Stressed,Tablet
2001,m/boss_2013,2023-07-13,0.7,Outdoor,Night,Friends,Excited,Laptop
4388,m/bad_education,2023-11-23,0.9,Outdoor,Morning,Alone,Excited,Smart TV
4286,m/hugo,2023-12-30,0.56,Travel,Morning,Alone,Stressed,Smartphone
2513,m/rush_2013,2023-10-04,0.7,Outdoor,Night,Family,Sad,Laptop
2066,m/mary_magdalene_2019,2023-02-23,0.7,Work,Morning,Alone,Excited,Smartphone
2466,m/lost_in_space,2023-04-08,0.56,Home,Evening,Alone,Sad,Smartphone
2141,m/arthur_2011,2023-11-05,0.7,Home,Afternoon,Partner,Sad,Smartphone
640,m/air_strike_2018,2023-08-12,0.94,Outdoor,Evening,Family,Sad,Smart TV
3483,m/sprinter,2023-04-07,0.61,Outdoor,Morning,Alone,Excited,Smartphone
387,m/horse_girl,2023-11-13,0.89,Travel,Evening,Friends,Sad,Smartphone
2419,m/delhi_belly_2011,2023-01-20,0.78,Travel,Night,Alone,Relaxed,Smartphone
1199,m/1104385-hannibal,2023-02-21,0.81,Work,Night,Alone,Sad,Smartphone
4021,m/amy_2015,2023-11-06,0.7,Work,Afternoon,Partner,Relaxed,Smartphone
1649,m/curtiz,2023-08-10,0.92,Travel,Morning,Partner,Happy,Tablet
3027,m/outlander,2023-02-10,0.82,Home,Night,Family,Sad,Laptop
1818,m/1009096-hairspray,2023-03-02,0.91,Work,Morning,Partner,Tired,Laptop
4535,m/squid_and_the_whale,2023-11-07,0.7,Travel,Morning,Alone,Stressed,Smart TV
4049,m/a_monster_calls,2023-11-05,0.56,Travel,Afternoon,Alone,Relaxed,Smartphone
1289,m/vampire_academy,2023-08-13,0.7,Outdoor,Afternoon,Family,Excited,Smartphone
4135,m/total_recall_2012,2023-10-31,0.7,Home,Evening,Partner,Happy,Smartphone
1743,m/summer_night_2019,2023-05-16,0.99,Outdoor,Night,Friends,Tired,Smart TV
2455,m/1035065-possessed,2023-10-30,0.56,Travel,Night,Alone,Stressed,Smartphone
3508,m/the_discovery_2017,2023-07-10,0.95,Travel,Evening,Alone,Tired,Smartphone
4432,m/rugrats_movie,2023-07-12,0.7,Travel,Night,Friends,Tired,Smartphone
998,m/the_edge_of_democracy,2023-10-09,0.74,Work,Morning,Family,Stressed,Smartphone
284,m/ghost_rider,2023-08-15,0.97,Travel,Night,Alone,Happy,Smartphone
523,m/pianist,2023-08-31,0.7,Home,Morning,Alone,Relaxed,Smartphone
1513,m/close_2019,2023-01-14,0.7,Travel,Night,Family,Sad,Smartphone
4424,m/peter_rabbit_2018,2023-12-31,0.79,Outdoor,Afternoon,Partner,Excited,Smartphone
4053,m/paranorman,2023-11-29,0.88,Work,Morning,Friends,Tired,Smartphone
1720,m/slow_west_2015,2023-03-07,0.7,Work,Morning,Partner,Happy,Smartphone
2683,m/the_secret_life_of_pets_2,2023-12-04,0.68,Travel,Evening,Friends,Excited,Smartphone
2703,m/life_after_beth,2023-02-27,0.85,Home,Morning,Friends,Excited,Smart TV
1529,m/carol,2023-07-26,0.62,Outdoor,Evening,Alone,Sad,Tablet
3852,m/polar_express,2023-08-22,0.67,Travel,Morning,Partner,Relaxed,Smartphone
4402,m/the_hollow_point_2016,2023-08-31,0.51,Outdoor,Afternoon,Alone,Happy,Smartphone
1670,m/the_tribe_2015,2023-04-30,0.7,Work,Night,Alone,Happy,Smartphone
408,m/doubt,2023-07-11,0.52,Home,Afternoon,Alone,Sad,Smartphone
744,m/lionheart_1990,2023-05-23,0.71,Work,Night,Family,Sad,Laptop
2114,m/air_force_one,2023-03-30,0.54,Work,Night,Partner,Sad,Tablet
1929,m/natural_selection_2011,2023-03-17,0.9,Work,Morning,Friends,Tired,Tablet
1481,m/where_the_money_is,2023-06-14,0.63,Outdoor,Evening,Friends,Excited,Smart TV
1752,m/labyrinth,2023-01-14,0.61,Travel,Afternoon,Alone,Happy,Smartphone
2219,m/1079718-one_night_stand,2023-02-18,0.82,Work,Afternoon,Partner,Relaxed,Smartphone
836,m/1112951-time_machine,2023-03-20,0.7,Work,Morning,Family,Relaxed,Smartphone
